"Quality","Country","Code","Year","Gini","Quntile 1","Quntile 2","Quntile 3","Quntile 4","Inc","Pers","Gross","Cov1","Cov2","Source1","Source2","Q","Other"
"cs","Sri Lanka","LKA",1973,35.3,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Sri Lanka","LKA",1973,37.5,,,,,"I","H",,"Nat'l",,"Lecaillon et al. 1984",,"cs",
"cs","Sri Lanka","LKA",1973,35.22,0.072,0.193,0.355,0.571,"I","H","G","Nat'l",,"Sri Lanka, CFSES",,"cs",
"cs","Sri Lanka","LKA",1979,44,,,,,"I","H","G","Nat'l",,"Fields 1989",,"cs",
"cs","Sri Lanka","LKA",1979,44,,,,,"I","H","G","Nat'l",,"Sri Lanka, CFSES",,"cs",
"cs","Sri Lanka","LKA",1981,45,,,,,"I","H","G","Nat'l",,"Fields 1989",,"cs",
"cs","Sri Lanka","LKA",1981,45.406,0.057,0.156,0.294,0.481,"I","H","G","Nat'l",,"Sri Lanka, CFSES",,"cs",
"cs","Sri Lanka","LKA",1987,38.8,,,,,"E","P",,"Nat'l",,"Datt 1994",,"cs",
"nn","Sri Lanka","LKA",1963,46.75,,,,,"I","P",,"Rural","IR","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1963,54.1,,,,,"I","P",,"Urban","IR","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,20.47,,,,,"I","H",,"Rural","Estates","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,34.58,,,,,"I","H",,"Rural","Non-Estate Sector","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,41.43,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,27.3,,,,,"I","H",,"Rural","Estates","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,35.17,,,,,"I","H",,"Rural",,"Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1970,41,,,,,"I","H",,"Urban",,"Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1973,37.32,,,,,"I","P",,"Rural","IR","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1973,39.94,,,,,"I","P",,"Urban","IR","Jain 1975",,"nn",
"nn","Sri Lanka","LKA",1973,43.2,,,,,"I","P",,"Nat'l","EAP","Lecaillon et al. 1984",,"nn",
"ps","Sri Lanka","LKA",1970,31.16,,,,,"E","H",,"Nat'l",,"Sri Lanka, CFSES",,"cs",
"wg","Sri Lanka","LKA",1953,52.05,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Sri Lanka","LKA",1963,27.48,,,,,"E","H",,"Nat'l",,"Bhalla 1988",,"wg",
"wg","Sri Lanka","LKA",1963,29.31,,,,,"I","P",,"Nat'l","Estates","Jain 1975",,"wg",
"wg","Sri Lanka","LKA",1963,50.75,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Sri Lanka","LKA",1973,37.71,,,,,"I","P",,"Nat'l","Estates","Jain 1975",,"wg",
"wg","Sri Lanka","LKA",1973,40.92,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"accept","Sudan","SDN",1968,38.72,0.0824,0.1649,0.3734,0.5405,"I","H","G","Nat'l",,"UN 1981",,"good",
"cs","Sudan","SDN",1969,39.3,,,,,"I",,,"Nat'l",,"Cromwell 1977",,"cs",
"cs","Sudan","SDN",1969,40,0.056,0.15,0.293,0.519,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"nn","Sudan","SDN",1963,44.6,,,,,"I","H",,"Urban",,"Jain 1975",,"nn","ARL"
"nn","Sudan","SDN",1968,34.55,,,,,"I","H","G","Rural",,"Mirghani 1980",,"nn",
"nn","Sudan","SDN",1968,39.8,,,,,"I","H","G","Urban",,"Mirghani 1980",,"nn",
"ps","Surinam","SNM",1962,30,0.107,0.223,0.37,0.576,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"wg","Swaziland","SWZ",1974,63.7,,,,,"I","P",,"Nat'l","IR","Lecaillon et al. 1984",,"wg",
"accept","Sweden","SWE",1967,33.4097,0.042,0.1751,0.374,0.6253,"I","H","N","Nat'l",,"LIS Data base",,"good",
"accept","Sweden","SWE",1975,27.3086,0.074,0.213,0.4089,0.6587,"I","H","N","Nat'l",,"LIS Data base",,"good",
"accept","Sweden","SWE",1976,33.12,0.0642,0.1858,0.3616,0.6052,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1980,32.44,0.0703,0.1923,0.3655,0.6055,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1981,32.54,0.0674,0.1907,0.3662,0.6072,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1982,30.66,0.071,0.2002,0.3806,0.623,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1983,30.06,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"accept","Sweden","SWE",1984,31.83,0.0679,0.1941,0.3722,0.6139,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1985,31.24,0.0704,0.2005,0.3798,0.6184,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1986,31.72,0.0697,0.2,0.3779,0.6134,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1987,31.65,0.076,0.2,0.367,0.62,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1988,32.22,0.074,0.195,0.365,0.617,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1989,31.33,0.081,0.202,0.369,0.622,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1990,32.52,0.074,0.201,0.368,0.618,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"accept","Sweden","SWE",1992,32.44,0.0668,0.1891,0.3653,0.6102,"I","H","N","Nat'l",,"Sweden, SAS",,"good",
"cs","Sweden","SWE",1967,37.9242,0.0335,0.1548,0.3415,0.586,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1967,35.7359,0.0421,0.1729,0.3566,0.5958,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1967,30.45,0.0533,0.2012,0.3961,0.6376,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1975,31.4406,0.0602,0.1917,0.3813,0.6282,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1975,27.548,0.0801,0.2219,0.409,0.6443,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1975,21.8057,0.1002,0.2551,0.449,0.6836,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1976,28.14,0.091,0.245,0.438,0.676,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1976,23.72,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1979,33,,,,,"I","H",,"Nat'l",,"van Ginneken and Park 1984",,"cs",
"cs","Sweden","SWE",1981,29.3542,0.0697,0.2022,0.3942,0.6435,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1981,24.4444,0.092,0.2414,0.4305,0.6634,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1981,26.6842,0.0795,0.2176,0.4101,0.6629,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1981,20.2049,0.106,0.2672,0.461,0.6922,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1981,29.2,,,,,"I","P",,"Nat'l",,"O'Higgins et al. 1989",,"cs",
"cs","Sweden","SWE",1981,34.69,0.09,0.226,0.389,0.647,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1981,29.22,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1982,35.17,0.059,0.191,0.351,0.594,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1983,35.21,0.078,0.282,0.452,0.751,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1984,35.38,0.069,0.206,0.38,0.622,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1984,30.51,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1985,35.08,0.084,0.211,0.378,0.623,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1985,30.84,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1986,35.06,0.085,0.304,0.431,0.627,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1986,30.94,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1987,30.774,0.063,0.1933,0.3846,0.6356,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1987,26.0101,0.0846,0.2329,0.4215,0.6542,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1987,28.6383,0.0684,0.2021,0.3982,0.6544,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1987,22.4151,0.0945,0.2528,0.4479,0.6816,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1987,29.07,0.064,0.205,0.411,0.647,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1988,28.43,0.088,0.227,0.421,0.659,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1988,26.17,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1990,29.01,0.077,0.221,0.53,0.663,"I","H","G","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1990,27.15,,,,,"I","H","N","Nat'l",,"Sweden, SAS",,"cs",
"cs","Sweden","SWE",1992,31.112,0.0633,0.1917,0.3833,0.6311,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1992,26.3108,0.0848,0.2328,0.4194,0.6503,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1992,29.1613,0.0676,0.2009,0.3966,0.6478,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Sweden","SWE",1992,23.3087,0.0949,0.2497,0.4402,0.6714,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"ps","Sweden","SWE",1963,39,0.044,0.14,0.314,0.56,"I","P","G","Nat'l",,"Paukert 1973",,"ps","PT"
"tax","Sweden","SWE",1951,55.7,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1954,54.4,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1954,38,,,,,"I","P",,"Nat'l","Tax","UN 1967",,"tax",
"tax","Sweden","SWE",1955,54.2,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1956,54.3,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1957,54.4,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1958,54.5,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1959,54.7,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1960,54.3,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1961,54.1,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1962,53.5,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1963,40,,,,,"I","P",,"Nat'l","Tax","Cromwell 1977",,"tax",
"tax","Sweden","SWE",1963,53.1,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1964,52.7,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1965,52.2,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1966,52.1,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1967,52,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1968,51.7,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1969,50.6,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1970,49.2,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1971,48.5,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1972,47.8,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1973,46.8,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1974,46.1,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"tax","Sweden","SWE",1976,43.6,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"tax",
"wg","Sweden","SWE",1954,37.34,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg",
"wg","Sweden","SWE",1963,40.58,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg","ARH"
"wg","Sweden","SWE",1970,38.72,,,,,"I","P",,"Nat'l","IR","Jain 1975",,"wg","ARH"
"wg","Sweden","SWE",1975,45,,,,,"I","P",,"Nat'l","Tax","Spant 1979",,"wg",
"nn","Switzerland","CHE",1982,37.3746,0.059,0.1813,0.3453,0.5608,"I","H","G","Nat'l",,"LIS Data base",,"nn",
"nn","Switzerland","CHE",1982,34.6958,0.0745,0.1997,0.3628,0.5738,"I","Pe","G","Nat'l",,"LIS Data base",,"nn",
"nn","Switzerland","CHE",1982,35.9916,0.0608,0.1884,0.3566,0.5732,"I","H","N","Nat'l",,"LIS Data base",,"nn",
"nn","Switzerland","CHE",1982,32.9019,0.078,0.2097,0.3769,0.589,"I","Pe","N","Nat'l",,"LIS Data base",,"nn",
"wg","Switzerland","CHE",1978,31.216,,,,,"I","H","G","Nat'l","Tax","UN 1981",,"wg",
"wg","Switzerland","CHE",1982,30.6,,,,,"I","H","G","Nat'l","Tax","Buhmann  et al. 1988",,"wg",
"accept","Taiwan","OAN",1964,32.24,0.079,0.2035,0.3654,0.5855,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1966,32.43,0.0784,0.2006,0.3631,0.5863,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1968,28.9,0.0884,0.2221,0.393,0.6181,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1970,29.42,0.086,0.2185,0.3891,0.6139,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1972,29.02,0.0884,0.2233,0.3932,0.6137,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1973,33.6,,,,,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1974,28.09,0.0891,0.2255,0.4003,0.6274,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1975,31.2,,,,,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1976,28.4,0.0896,0.2244,0.3975,0.6232,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1977,28,0.0889,0.226,0.4013,0.6283,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1978,28.43,0.0864,0.2232,0.398,0.6248,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1979,27.7,0.0882,0.2272,0.4042,0.632,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1980,27.96,0.088,0.2256,0.4018,0.6296,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1981,28.15,0.0869,0.2249,0.4005,0.6273,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1982,28.51,0.0861,0.2225,0.3972,0.6245,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1983,28.45,0.0849,0.2218,0.398,0.6264,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1984,28.81,0.0837,0.2196,0.3948,0.6236,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1985,29.2,0.083,0.2181,0.3919,0.6184,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1986,29.29,0.0811,0.2161,0.3914,0.6196,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1987,29.65,0.0789,0.2132,0.3887,0.6175,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1988,30.02,0.077,0.212,0.3892,0.6099,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1989,30.41,0.0745,0.2067,0.3818,0.614,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1990,30.11,0.0776,0.2101,0.3843,0.614,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1991,30.49,0.0737,0.2061,0.3813,0.6134,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1992,30.78,0.0713,0.2025,0.379,0.6134,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"accept","Taiwan","OAN",1993,30.78,0.0713,0.2025,0.379,0.6134,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"good",
"cov","Taiwan","OAN",1953,50,,,,,"I","H",,"Nat'l","sample","Fields 1989",,"cov",
"cov","Taiwan","OAN",1953,57.62,,,,,"I","H",,"Nat'l","sample","Jain 1975",,"cov",
"cov","Taiwan","OAN",1953,55.8,,,,,"I","H",,"Nat'l","sample","Kuo 1975",,"cov",
"cov","Taiwan","OAN",1960,41.7,,,,,"I","H",,"Nat'l","sample","Cromwell 1977",,"cov",
"cov","Taiwan","OAN",1960,44.81,,,,,"I","H",,"Nat'l","sample","Jain 1975",,"cov",
"cov","Taiwan","OAN",1960,44,,,,,"I","H",,"Nat'l","sample","Kuo 1975",,"cov",
"cov","Taiwan","OAN",1961,46.94,,,,,"I","H",,"Nat'l","sample","Jain 1975",,"cov",
"cov","Taiwan","OAN",1961,46.1,,,,,"I","H",,"Nat'l","sample","Kuo 1975",,"cov",
"cov","Taiwan","OAN",1962,41.6,,,,,"I","H",,"Nat'l","sample","Cromwell 1977",,"cov",
"cs","Taiwan","OAN",1964,30.5,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Taiwan","OAN",1964,32.9,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Taiwan","OAN",1964,32.244,0.079,0.204,0.365,0.586,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1964,32.1,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1966,32.432,0.078,0.201,0.363,0.586,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1968,28.904,0.088,0.222,0.393,0.618,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1972,27.7,,,,,"I","H",,"Nat'l",,"Fields 1989",,"cs","ARH"
"cs","Taiwan","OAN",1972,28.43,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs",
"cs","Taiwan","OAN",1972,29.024,0.088,0.223,0.393,0.614,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1972,29.1,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1972,31.8,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1974,28.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1974,31.9,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1976,28,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1976,30.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1977,27.998,,,,,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1978,28.432,0.086,0.223,0.398,0.625,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1979,31.2,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1980,25.9,,,,,"I",,,"Nat'l",,"Fields 1989",,"cs",
"cs","Taiwan","OAN",1980,27.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1980,30.3,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1981,30.6,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1982,28.3,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1982,30.8,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1983,28.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1983,31.3,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1984,28.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1984,31.2,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1985,27.1,,,,,"I",,,"Nat'l",,"Fields 1989",,"cs",
"cs","Taiwan","OAN",1985,29,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1985,31.7,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1986,24.8417,0.1008,0.2461,0.4255,0.6492,"E","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,22.8554,0.1102,0.2589,0.4392,0.6601,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,33.2238,0.0772,0.1981,0.3626,0.5897,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,31.6999,0.0829,0.2074,0.3736,0.5995,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,32.9658,0.0779,0.1994,0.3644,0.5918,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,31.375,0.0837,0.2091,0.3759,0.602,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1986,29.6,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1986,32.2,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1987,29.9,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1988,30.3,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1989,30.3,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1990,31.2,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1991,25.6749,0.0963,0.24,0.4192,0.6453,"E","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,24.1966,0.1056,0.2506,0.4283,0.6509,"E","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,31.9716,0.0762,0.2006,0.3718,0.6051,"I","H","G","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,30.5295,0.082,0.2097,0.3822,0.6139,"I","Pe","G","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,31.7397,0.0769,0.2019,0.3734,0.6067,"I","H","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,30.2306,0.0829,0.2113,0.3843,0.616,"I","Pe","N","Nat'l",,"LIS Data base",,"cs",
"cs","Taiwan","OAN",1991,30.8,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1992,31.2,,,,,"I","H",,"Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1993,30.778,,,,,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"cs","Taiwan","OAN",1993,31.6,,,,,"I","P","N","Nat'l",,"Taiwan, SPIDT",,"cs",
"nn","Taiwan","OAN",1972,29.43,,,,,"I","H",,"Rural","Agric.","Jain 1975",,"cs",
"nn","Taiwan","OAN",1972,27.36,,,,,"I","H",,"Urban",,"Jain 1975",,"cs",
"accept","Tanzania","TZA",1969,39,,,,,"E","P","N","Nat'l",,"Ferreira 1994","HBS","good",
"accept","Tanzania","TZA",1977,44,,,,,"E","P","N","Nat'l",,"Ferreira 1994","HBS","good",
"accept","Tanzania","TZA",1993,38.1,0.0685,0.1775,0.3303,0.5456,"E","P",,"Nat'l",,"WDR 1996",,"good",
"cs","Tanzania","TZA",1964,54,0.048,0.126,0.236,0.39,"I","P","G","Nat'l",,"Paukert 1973",,"cs","PT"
"cs","Tanzania","TZA",1969,59.73,,,,,"I","H",,"Nat'l",,"Jain 1975",,"cs","ARL"
"cs","Tanzania","TZA",1977,52,,,,,"I","H",,"Nat'l",,"ILO 1982",,"cs",
"cs","Tanzania","TZA",1991,59.01,0.0244,0.0817,0.185,0.372,"E","P","N","Nat'l",,"Chen et al. 1995","HBS","good",
"cs","Tanzania","TZA",1991,57,,,,,"E","P",,"Nat'l",,"Ferreira 1994",,"cs",
"est","Tanzania","TZA",1969,34.1,,,,,"E","H",,"Nat'l",,"van Ginneken and Park 1984",,"est",
"est","Tanzania","TZA",1969,42,0.032,0.099,0.21,0.407,"I","H","N","Nat'l",,"van Ginneken and Park 1984",,"est",
"nn","Tanzania","TZA",1983,53,,,,,"E","P",,"Rural",,"Ferreira 1994",,"nn",
"ps","Tanzania","TZA",1964,41.2,,,,,"I","P",,"Nat'l",,"Cromwell 1977",,"ps",
"ps","Tanzania","TZA",1967,52.82,,,,,"I","P",,"Nat'l",,"Jain 1975",,"ps",
"ps","Tanzania","TZA",1968,52.3,,,,,"I","p",,"Nat'l","EAP","Lecaillon et al. 1984",,"ps",
